name,email,date_of_birth,mobile_no,reason
Joseph Brown,Joseph_Brown@park.biz,1991-04-11,237615,MOBILE NUMBER NOT 8 DIGITS
Andrea Cherry,Andrea_Cherry@miller-roberts.com,1957/02/04,44891,MOBILE NUMBER NOT 8 DIGITS
Ronnie James,Ronnie_James@dalton-williams.org,04/22/2017,766785,MOBILE NUMBER NOT 8 DIGITS
Jesse Wagner,Jesse_Wagner@miller-nguyen.biz,08/16/1966,999171,MOBILE NUMBER NOT 8 DIGITS
Jennifer Johnson,Jennifer_Johnson@soto.com,12/30/1979,4868354,MOBILE NUMBER NOT 8 DIGITS
Amy Collins,Amy_Collins@lindsey-farrell.com,11/09/1964,47251,MOBILE NUMBER NOT 8 DIGITS
Nathaniel Curtis,Nathaniel_Curtis@brooks.org,1968-12-05,59686,MOBILE NUMBER NOT 8 DIGITS
Joann Patel,Joann_Patel@king.info,2003/11/13,83570903,EMAIL NOT .NET OR .COM
Daniel Gonzalez,Daniel_Gonzalez@rogers.org,10-01-2006,1447412,MOBILE NUMBER NOT 8 DIGITS
Donna Harris,Donna_Harris@walter.biz,2003-06-14,54582023,EMAIL NOT .NET OR .COM
Patricia Gomez,Patricia_Gomez@chan.com,11-06-2002,208857,MOBILE NUMBER NOT 8 DIGITS
Christopher Douglas,Christopher_Douglas@rodriguez-santos.com,1955-12-21,83776,MOBILE NUMBER NOT 8 DIGITS
Thomas Glover,Thomas_Glover@kane.biz,08/14/1967,4143 3683,MOBILE NUMBER NOT 8 DIGITS
Ryan Fischer,Ryan_Fischer@smith.biz,08/12/1977,4815 1867,MOBILE NUMBER NOT 8 DIGITS
Briana Turner,Briana_Turner@bailey.com,28-04-1981,87921,MOBILE NUMBER NOT 8 DIGITS
Patrick Williams,Patrick_Williams@hill.com,02/28/2010,565971,MOBILE NUMBER NOT 8 DIGITS
Kathryn Morris,Kathryn_Morris@martin-diaz.biz,06/05/1966,1219 8603,MOBILE NUMBER NOT 8 DIGITS
Jonathan Henry,Jonathan_Henry@mccoy.info,02/27/1981,6011 3947,MOBILE NUMBER NOT 8 DIGITS
Jonathan Navarro,Jonathan_Navarro@keller.com,04/23/1961,85746,MOBILE NUMBER NOT 8 DIGITS
Steven Ryan,Steven_Ryan@miller-williams.biz,1995-01-15,3604994,MOBILE NUMBER NOT 8 DIGITS
Matthew Rodriguez,Matthew_Rodriguez@smith.info,05-07-2005,463443,MOBILE NUMBER NOT 8 DIGITS
Laurie Stewart,Laurie_Stewart@marquez.com,1981-01-30,32491,MOBILE NUMBER NOT 8 DIGITS
Joseph Ramirez,Joseph_Ramirez@garcia.com,1955/05/10,84221,MOBILE NUMBER NOT 8 DIGITS
Eric Harris,Eric_Harris@brown.info,10-09-1950,2320578,MOBILE NUMBER NOT 8 DIGITS
Amy Townsend,Amy_Townsend@wright.com,2015-07-15,948999,MOBILE NUMBER NOT 8 DIGITS
Jeffrey Gutierrez,Jeffrey_Gutierrez@fleming.com,02/06/1961,485013,MOBILE NUMBER NOT 8 DIGITS
Kenneth Zimmerman,Kenneth_Zimmerman@cruz-bowman.com,1968/10/18,46616,MOBILE NUMBER NOT 8 DIGITS
Jonathan Guerrero,Jonathan_Guerrero@paul.com,07-04-1984,176811,MOBILE NUMBER NOT 8 DIGITS
James Thomas,James_Thomas@munoz.net,1982-01-28,7823775,MOBILE NUMBER NOT 8 DIGITS
James Bradshaw,James_Bradshaw@brewer.com,2009/11/29,34761231,BELOW 18
Edgar Moreno,Edgar_Moreno@patel.com,05/13/1964,689517,MOBILE NUMBER NOT 8 DIGITS
Margaret Roberts,Margaret_Roberts@rojas-green.org,27-12-1994,2508045,MOBILE NUMBER NOT 8 DIGITS
Mary Gonzales,Mary_Gonzales@weber-day.org,1962-11-19,872655,MOBILE NUMBER NOT 8 DIGITS
Deborah Ortiz,Deborah_Ortiz@phelps-sanchez.com,1966-05-17,23241,MOBILE NUMBER NOT 8 DIGITS
Jesse Thomas,Jesse_Thomas@floyd-warner.info,11/14/1956,9809451,MOBILE NUMBER NOT 8 DIGITS
Taylor Torres,Taylor_Torres@romero.com,2006-05-08,875451,MOBILE NUMBER NOT 8 DIGITS
Jennifer Sampson,Jennifer_Sampson@west-rodriguez.com,1968-07-23,6685330,MOBILE NUMBER NOT 8 DIGITS
Jennifer Shaffer,Jennifer_Shaffer@palmer.org,04/15/1976,30986,MOBILE NUMBER NOT 8 DIGITS
Melanie Griffith,Melanie_Griffith@black-reyes.org,11/02/1997,167535,MOBILE NUMBER NOT 8 DIGITS
Michelle May,Michelle_May@wells-walker.com,23-07-1975,69466,MOBILE NUMBER NOT 8 DIGITS
Lori Morales,Lori_Morales@snow-boyd.biz,1970-10-12,46595111,EMAIL NOT .NET OR .COM
Alexandra Shelton,Alexandra_Shelton@jackson-gomez.com,13-02-1987,8728861,MOBILE NUMBER NOT 8 DIGITS
Carl Gonzalez,Carl_Gonzalez@zamora.org,25-11-1950,165939,MOBILE NUMBER NOT 8 DIGITS
Chad Kelly,Chad_Kelly@sherman.com,09/21/1970,634155,MOBILE NUMBER NOT 8 DIGITS
Jacob White,Jacob_White@melton.com,2004-12-16,939267,MOBILE NUMBER NOT 8 DIGITS
Tony Howard,Tony_Howard@gutierrez.org,02/11/1953,6299 3627,MOBILE NUMBER NOT 8 DIGITS
Randy Franklin,Randy_Franklin@hamilton.com,22-02-1952,6321491,MOBILE NUMBER NOT 8 DIGITS
Taylor Davidson,Taylor_Davidson@williams.net,1979-11-09,9689611,MOBILE NUMBER NOT 8 DIGITS
Nicole Rivas,Nicole_Rivas@liu.org,24-11-1994,45622759,EMAIL NOT .NET OR .COM
Daniel Martinez,Daniel_Martinez@sullivan.com,1993/12/01,85401,MOBILE NUMBER NOT 8 DIGITS
Theresa Potter,Theresa_Potter@valdez.com,02/12/1958,98186,MOBILE NUMBER NOT 8 DIGITS
William Kerr,William_Kerr@meyer.net,1991-01-24,63111,MOBILE NUMBER NOT 8 DIGITS
Erin Anderson,Erin_Anderson@middleton.com,1972/09/02,300921,MOBILE NUMBER NOT 8 DIGITS
Carlos Sawyer,Carlos_Sawyer@villa-watkins.com,07-04-1953,621855,MOBILE NUMBER NOT 8 DIGITS
Steven Reyes,Steven_Reyes@wolfe.net,1979-10-24,900693,MOBILE NUMBER NOT 8 DIGITS
Robert Johnson,Robert_Johnson@thomas-boyd.com,20-09-1964,5540753,MOBILE NUMBER NOT 8 DIGITS
John Kelley,John_Kelley@george-barker.com,09/28/1996,9991 9107,MOBILE NUMBER NOT 8 DIGITS
Melissa Franklin,Melissa_Franklin@nelson.info,07/08/1998,1791581,MOBILE NUMBER NOT 8 DIGITS
Travis Davis,Travis_Davis@thomas-long.org,11/07/1950,761589,MOBILE NUMBER NOT 8 DIGITS
Adam Bailey,Adam_Bailey@bates.com,24-04-1999,5377205,MOBILE NUMBER NOT 8 DIGITS
Crystal Peterson,Crystal_Peterson@parker-soto.com,1968/01/13,2593879,MOBILE NUMBER NOT 8 DIGITS
David Anderson,David_Anderson@hughes.com,1984-12-10,646941,MOBILE NUMBER NOT 8 DIGITS
David Allen III,David_Allen@bentley-scott.com,06/06/1955,57931,MOBILE NUMBER NOT 8 DIGITS
Jose Mitchell,Jose_Mitchell@roth.com,1974/07/19,9383102,MOBILE NUMBER NOT 8 DIGITS
Jay Smith,Jay_Smith@nguyen-martinez.biz,1965-11-21,6277888,MOBILE NUMBER NOT 8 DIGITS
David Spence,David_Spence@sullivan.org,04/25/1965,49986,MOBILE NUMBER NOT 8 DIGITS
Alicia Young,Alicia_Young@barton-bell.com,1994/05/14,86706,MOBILE NUMBER NOT 8 DIGITS
Gregory Cooper,Gregory_Cooper@lopez.com,07/25/2013,907869,MOBILE NUMBER NOT 8 DIGITS
Michelle Brown,Michelle_Brown@perez-scott.net,08/17/2003,618951,MOBILE NUMBER NOT 8 DIGITS
Melissa Johnson,Melissa_Johnson@cameron-byrd.com,1982/11/19,301347,MOBILE NUMBER NOT 8 DIGITS
Robert Hunter,Robert_Hunter@foster-woodward.info,1976-10-21,80356607,EMAIL NOT .NET OR .COM
Madeline Terry,Madeline_Terry@higgins.com,1952-09-22,291141,MOBILE NUMBER NOT 8 DIGITS
Rebekah Fischer,Rebekah_Fischer@meza-warren.com,1969-10-23,8302925,MOBILE NUMBER NOT 8 DIGITS
Wendy Sexton,Wendy_Sexton@hopkins-harvey.com,1988-02-17,480237,MOBILE NUMBER NOT 8 DIGITS
Brent Richards,Brent_Richards@fletcher-skinner.org,2010-06-09,291309,MOBILE NUMBER NOT 8 DIGITS
Christopher Kim,Christopher_Kim@marshall-wilkins.com,2009-08-06,7521277,MOBILE NUMBER NOT 8 DIGITS
Kristie White,Kristie_White@padilla.com,24-09-1986,4611328,MOBILE NUMBER NOT 8 DIGITS
Eric Anderson,Eric_Anderson@valdez.biz,1973/07/24,14996,MOBILE NUMBER NOT 8 DIGITS
Patrick Moran,Patrick_Moran@kennedy-smith.com,04-12-1954,9123766,MOBILE NUMBER NOT 8 DIGITS
Kimberly Dillon,Kimberly_Dillon@drake.info,2001/06/18,996591,MOBILE NUMBER NOT 8 DIGITS
Michael Morris,Michael_Morris@nelson.net,09/24/1979,6295 9695,MOBILE NUMBER NOT 8 DIGITS
Stephanie Garcia,Stephanie_Garcia@mckinney-baker.biz,1953/06/13,346491,MOBILE NUMBER NOT 8 DIGITS
Brandon Henry,Brandon_Henry@king-bowers.org,1959/04/09,454143,MOBILE NUMBER NOT 8 DIGITS
Elizabeth Jones,Elizabeth_Jones@peterson-johnson.net,05/30/2010,89436,MOBILE NUMBER NOT 8 DIGITS
Manuel Reyes,Manuel_Reyes@leon-johnson.com,03/30/1976,2704430,MOBILE NUMBER NOT 8 DIGITS
Mindy Valentine,Mindy_Valentine@gutierrez-martin.com,1979/04/25,94856,MOBILE NUMBER NOT 8 DIGITS
Mary Stevenson,Mary_Stevenson@clark.com,1955/09/11,5888464,MOBILE NUMBER NOT 8 DIGITS
Emma Beltran,Emma_Beltran@armstrong-adkins.biz,13-02-1986,426357,MOBILE NUMBER NOT 8 DIGITS
Paul Phillips,Paul_Phillips@manning.org,1992-04-23,29741,MOBILE NUMBER NOT 8 DIGITS
James Porter,James_Porter@cervantes.biz,03-07-1990,3071230,MOBILE NUMBER NOT 8 DIGITS
David Harrison,David_Harrison@green.info,1984-10-31,2368605,MOBILE NUMBER NOT 8 DIGITS
Tara Davidson,Tara_Davidson@hernandez.com,17-11-1986,1738283,MOBILE NUMBER NOT 8 DIGITS
Donna Kelly,Donna_Kelly@young.org,28-11-1962,4989146,MOBILE NUMBER NOT 8 DIGITS
Renee Mayer,Renee_Mayer@petty.com,2005-02-01,351321,MOBILE NUMBER NOT 8 DIGITS
Victor Davis,Victor_Davis@crawford.org,1957-01-03,9626898,MOBILE NUMBER NOT 8 DIGITS
Marc Abbott,Marc_Abbott@grimes.info,08/25/2017,54976,MOBILE NUMBER NOT 8 DIGITS
Kevin Flores,Kevin_Flores@crawford.com,1956/06/05,414045,MOBILE NUMBER NOT 8 DIGITS
Sarah Mayo,Sarah_Mayo@thompson.org,1993/05/07,2388107,MOBILE NUMBER NOT 8 DIGITS
Anthony Morgan,Anthony_Morgan@smith.com,14-01-1967,41706,MOBILE NUMBER NOT 8 DIGITS
Sarah Wong,Sarah_Wong@glover.info,03/27/1985,8765597,MOBILE NUMBER NOT 8 DIGITS
Tanya Martinez,Tanya_Martinez@moore.com,09/11/1976,3661127,MOBILE NUMBER NOT 8 DIGITS
Jacob Lewis,Jacob_Lewis@carlson.net,16-09-1962,7367256,MOBILE NUMBER NOT 8 DIGITS
Valerie Spencer,Valerie_Spencer@franklin-jackson.info,10-03-2018,22299967,EMAIL NOT .NET OR .COM
Kelly Drake,Kelly_Drake@pollard-nelson.com,14-01-1971,68351,MOBILE NUMBER NOT 8 DIGITS
Zachary Foster,Zachary_Foster@hamilton-king.com,2011-10-20,572823,MOBILE NUMBER NOT 8 DIGITS
Susan Summers,Susan_Summers@wilson.com,01-07-1981,9873480,MOBILE NUMBER NOT 8 DIGITS
Alicia Roberts,Alicia_Roberts@ramos.net,2009-09-24,75301,MOBILE NUMBER NOT 8 DIGITS
Charlene Patterson,Charlene_Patterson@edwards.com,1986/09/27,7158222,MOBILE NUMBER NOT 8 DIGITS
Mike Hudson,Mike_Hudson@wilson-snyder.info,1986-08-07,75936847,EMAIL NOT .NET OR .COM
Nichole Murray,Nichole_Murray@harmon-blackwell.com,1953-10-28,7541654,MOBILE NUMBER NOT 8 DIGITS
Anthony Robinson,Anthony_Robinson@welch-williams.net,03/27/1987,345279,MOBILE NUMBER NOT 8 DIGITS
Andrew Sutton,Andrew_Sutton@mcintyre-allen.com,15-12-1966,818421,MOBILE NUMBER NOT 8 DIGITS
John Munoz,John_Munoz@perkins-proctor.org,2004/10/09,7944973,MOBILE NUMBER NOT 8 DIGITS
Antonio Gray,Antonio_Gray@jackson-bell.org,1971-03-15,56973759,EMAIL NOT .NET OR .COM
Mallory Bright,Mallory_Bright@santiago.com,1954/11/18,117729,MOBILE NUMBER NOT 8 DIGITS
Zachary Johnson,Zachary_Johnson@velez.com,1974/10/02,2099868,MOBILE NUMBER NOT 8 DIGITS
Nicolas Myers,Nicolas_Myers@shaw.net,2001/06/18,4088904,MOBILE NUMBER NOT 8 DIGITS
Cynthia Crawford,Cynthia_Crawford@miller-fowler.org,1965-09-25,97822935,EMAIL NOT .NET OR .COM
Larry Smith,Larry_Smith@phillips-pratt.org,2013-11-27,18336,MOBILE NUMBER NOT 8 DIGITS
Victoria Hoover,Victoria_Hoover@roberts.com,1984/11/01,97191,MOBILE NUMBER NOT 8 DIGITS
Carl Shannon,Carl_Shannon@raymond.net,1980/04/01,4571624,MOBILE NUMBER NOT 8 DIGITS
Melissa Hardy,Melissa_Hardy@stewart.com,03/04/1990,58936,MOBILE NUMBER NOT 8 DIGITS
Carolyn Smith,Carolyn_Smith@mccormick.biz,1976/04/18,383949,MOBILE NUMBER NOT 8 DIGITS
Austin Washington,Austin_Washington@hodge-weber.com,2000-05-25,61981,MOBILE NUMBER NOT 8 DIGITS
Earl Jackson,Earl_Jackson@cummings.com,09-12-1990,475281,MOBILE NUMBER NOT 8 DIGITS
Nicole Simmons,Nicole_Simmons@webb.com,21-11-1988,9303981,MOBILE NUMBER NOT 8 DIGITS
Phillip Hurst,Phillip_Hurst@thompson-flores.net,13-07-1986,395427,MOBILE NUMBER NOT 8 DIGITS
Hailey Robbins,Hailey_Robbins@miller.com,10/28/1986,16186,MOBILE NUMBER NOT 8 DIGITS
James Taylor,James_Taylor@sparks.net,1971-04-30,334581,MOBILE NUMBER NOT 8 DIGITS
Andrea Figueroa,Andrea_Figueroa@warren-romero.com,10/23/2014,2620507,MOBILE NUMBER NOT 8 DIGITS
Cassandra Moreno,Cassandra_Moreno@roberts-mccarthy.info,1968/03/27,528657,MOBILE NUMBER NOT 8 DIGITS
Gregory Pacheco,Gregory_Pacheco@perez.com,1963-12-28,89236,MOBILE NUMBER NOT 8 DIGITS
Shawn Shelton,Shawn_Shelton@dixon.biz,1963/01/24,62583727,EMAIL NOT .NET OR .COM
Nicole Huerta,Nicole_Huerta@acevedo.com,1981-07-01,915957,MOBILE NUMBER NOT 8 DIGITS
Matthew Hoffman,Matthew_Hoffman@lara.com,05-04-2005,44628735,BELOW 18
Barbara Hudson,Barbara_Hudson@robinson-jones.com,10/28/1997,3319 4551,MOBILE NUMBER NOT 8 DIGITS
Sandra Francis,Sandra_Francis@juarez.org,18-04-1965,596037,MOBILE NUMBER NOT 8 DIGITS
Rebecca Ray,Rebecca_Ray@davis.com,1991/03/28,78041,MOBILE NUMBER NOT 8 DIGITS
Tammy Simpson,Tammy_Simpson@schneider.net,1972-09-14,9676269,MOBILE NUMBER NOT 8 DIGITS
Kyle Clark,Kyle_Clark@harvey.org,1961/09/25,53051,MOBILE NUMBER NOT 8 DIGITS
Sherry Peterson,Sherry_Peterson@dillon-barber.com,11/26/1969,9191 6671,MOBILE NUMBER NOT 8 DIGITS
Kyle Howard,Kyle_Howard@shannon-mosley.net,2009-10-21,21951,MOBILE NUMBER NOT 8 DIGITS
David Warren,David_Warren@bell-lewis.com,07/18/1969,437769,MOBILE NUMBER NOT 8 DIGITS
Brandon Townsend,Brandon_Townsend@gray-davis.info,1989/02/03,38911,MOBILE NUMBER NOT 8 DIGITS
Christopher Ellis,Christopher_Ellis@johnson.com,1970/05/14,4715418,MOBILE NUMBER NOT 8 DIGITS
Renee Mccall,Renee_Mccall@valencia-ward.com,1994/11/09,4767253,MOBILE NUMBER NOT 8 DIGITS
Nicole Valdez,Nicole_Valdez@chase.net,05/18/1975,2440103,MOBILE NUMBER NOT 8 DIGITS
Austin Bird,Austin_Bird@young-stout.com,05/15/1976,5371 3179,MOBILE NUMBER NOT 8 DIGITS
Adam Morrison,Adam_Morrison@clay-jones.com,01-08-1980,4022019,MOBILE NUMBER NOT 8 DIGITS
Kenneth Koch,Kenneth_Koch@wagner.com,1966/02/06,130515,MOBILE NUMBER NOT 8 DIGITS
Michael Harris,Michael_Harris@miller-fischer.com,2004/05/22,66016,MOBILE NUMBER NOT 8 DIGITS
Devon Levy,Devon_Levy@chapman.com,1968/06/25,244203,MOBILE NUMBER NOT 8 DIGITS
Alison Wright,Alison_Wright@moore.info,1954-02-25,8439607,MOBILE NUMBER NOT 8 DIGITS
Jennifer Jones,Jennifer_Jones@williams.com,2014-04-26,67930447,BELOW 18
Alexandra Rosales,Alexandra_Rosales@wu-kerr.net,1953-09-25,9013887,MOBILE NUMBER NOT 8 DIGITS
Erika Wood,Erika_Wood@jacobson.org,09-06-1952,7709010,MOBILE NUMBER NOT 8 DIGITS
Kristen Dyer,Kristen_Dyer@haynes.com,06/20/1992,371487,MOBILE NUMBER NOT 8 DIGITS
Kristin Higgins,Kristin_Higgins@leonard.com,12/19/1998,5807 1267,MOBILE NUMBER NOT 8 DIGITS
Adrian Martin,Adrian_Martin@rojas.net,2008/03/07,98206903,BELOW 18
Joshua Hunter,Joshua_Hunter@jackson-parker.com,2007-05-17,60770775,BELOW 18
Cindy Wells,Cindy_Wells@munoz.com,1973-06-16,5892335,MOBILE NUMBER NOT 8 DIGITS
Meredith Shepherd,Meredith_Shepherd@wolfe.com,2016-10-29,65360583,BELOW 18
Paula Jackson,Paula_Jackson@rodgers.com,09/03/2010,945849,MOBILE NUMBER NOT 8 DIGITS
Jacob Woodard,Jacob_Woodard@lee-williams.biz,08/21/2005,4707 3639,MOBILE NUMBER NOT 8 DIGITS
Michael Hill,Michael_Hill@herrera-vargas.com,1977-08-02,9580964,MOBILE NUMBER NOT 8 DIGITS
Maureen Miller,Maureen_Miller@wright.com,04/07/1958,6526234,MOBILE NUMBER NOT 8 DIGITS
Pamela Brandt,Pamela_Brandt@glover.com,1983/08/21,93461,MOBILE NUMBER NOT 8 DIGITS
Matthew Rojas Jr.,Matthew_Rojas@austin.com,1950/04/30,4089233,MOBILE NUMBER NOT 8 DIGITS
Lawrence Jordan,Lawrence_Jordan@adams-gutierrez.com,05/19/1962,677979,MOBILE NUMBER NOT 8 DIGITS
Travis Coleman,Travis_Coleman@williams.com,09-02-1995,424587,MOBILE NUMBER NOT 8 DIGITS
Tina Lopez,Tina_Lopez@white-payne.com,2017-01-12,53786,MOBILE NUMBER NOT 8 DIGITS
Joseph Armstrong,Joseph_Armstrong@miller-lee.com,11-09-1980,18656,MOBILE NUMBER NOT 8 DIGITS
Kayla Sellers,Kayla_Sellers@stewart.info,2002/03/29,509223,MOBILE NUMBER NOT 8 DIGITS
Michael Rogers,Michael_Rogers@wagner.com,03/12/1955,22141,MOBILE NUMBER NOT 8 DIGITS
Tiffany Fitzpatrick,Tiffany_Fitzpatrick@lindsey.com,13-02-1996,791433,MOBILE NUMBER NOT 8 DIGITS
Sierra Warren,Sierra_Warren@miranda.biz,1963-02-12,82651,MOBILE NUMBER NOT 8 DIGITS
Patricia Martinez,Patricia_Martinez@stewart.info,1962-12-02,61469863,EMAIL NOT .NET OR .COM
Gregory Castillo,Gregory_Castillo@nunez-henderson.org,20-02-1972,3822057,MOBILE NUMBER NOT 8 DIGITS
Gilbert Johnson,Gilbert_Johnson@jones.com,09/23/1985,9719 1811,MOBILE NUMBER NOT 8 DIGITS
Yvonne Murphy,Yvonne_Murphy@valdez.com,1993/06/25,1348131,MOBILE NUMBER NOT 8 DIGITS
Austin Patel,Austin_Patel@reid.com,2016-07-30,666243,MOBILE NUMBER NOT 8 DIGITS
Ronald Lopez,Ronald_Lopez@swanson.com,1978/01/27,25071,MOBILE NUMBER NOT 8 DIGITS
Terry Fowler,Terry_Fowler@rivers-miller.org,2004-07-10,65941,MOBILE NUMBER NOT 8 DIGITS
Holly Lara,Holly_Lara@young.net,01/16/1970,81361,MOBILE NUMBER NOT 8 DIGITS
Cody Hayden,Cody_Hayden@donovan.com,04/10/1989,2063461,MOBILE NUMBER NOT 8 DIGITS
Veronica Bradford,Veronica_Bradford@larson.com,1986-10-24,3765728,MOBILE NUMBER NOT 8 DIGITS
Sylvia Moon,Sylvia_Moon@mcintyre.biz,25-07-2003,37974511,EMAIL NOT .NET OR .COM
Sharon Young,Sharon_Young@cordova.biz,1992/02/04,57220335,EMAIL NOT .NET OR .COM
Jeffery Wilson,Jeffery_Wilson@cook.com,1978-11-18,30701,MOBILE NUMBER NOT 8 DIGITS
Tammy Cooper,Tammy_Cooper@allen.com,05-01-1979,38916,MOBILE NUMBER NOT 8 DIGITS
Jessica Gardner,Jessica_Gardner@cook-howe.com,08/05/1964,20356,MOBILE NUMBER NOT 8 DIGITS
Mr. Matthew Roman,Matthew_Roman@gonzalez-cooper.com,2011/02/15,72646,MOBILE NUMBER NOT 8 DIGITS
Sharon Frazier,Sharon_Frazier@garcia-hall.info,1997-05-08,9084097,MOBILE NUMBER NOT 8 DIGITS
James Gonzalez,James_Gonzalez@woodward.org,20-03-1974,95391,MOBILE NUMBER NOT 8 DIGITS
Tracy Mcmillan,Tracy_Mcmillan@wilson.com,06/20/2001,87726,MOBILE NUMBER NOT 8 DIGITS
Jenna Ayala,Jenna_Ayala@price.net,2017/06/19,112557,MOBILE NUMBER NOT 8 DIGITS
Julie Martinez,Julie_Martinez@chung-williams.com,23-05-2014,59153079,BELOW 18
Richard Lee,Richard_Lee@jones-willis.info,2000-10-24,3018611,MOBILE NUMBER NOT 8 DIGITS
Karen Smith MD,Karen_Smith@washington.com,05/05/1963,9103 6383,MOBILE NUMBER NOT 8 DIGITS
Timothy Lopez,Timothy_Lopez@george.com,2008-08-28,49793623,BELOW 18
Karen Erickson,Karen_Erickson@roman.org,1978/10/04,68245335,EMAIL NOT .NET OR .COM
Robin Evans,Robin_Evans@coleman.net,30-07-1973,909081,MOBILE NUMBER NOT 8 DIGITS
Melvin Butler,Melvin_Butler@hardy.org,11/14/1957,6415 4343,MOBILE NUMBER NOT 8 DIGITS
Deborah Mcbride,Deborah_Mcbride@brooks-pitts.net,05/11/1988,64806,MOBILE NUMBER NOT 8 DIGITS
Austin Williams,Austin_Williams@villanueva.com,1962-08-24,84646,MOBILE NUMBER NOT 8 DIGITS
Kenneth Dean,Kenneth_Dean@rodriguez.com,1962-06-21,8649705,MOBILE NUMBER NOT 8 DIGITS
Joan Crawford,Joan_Crawford@scott.com,10/31/1963,31071,MOBILE NUMBER NOT 8 DIGITS
Erin King,Erin_King@lee-miller.com,01/28/1957,399327,MOBILE NUMBER NOT 8 DIGITS
Mr. James Hamilton,James_Hamilton@finley-nelson.com,2014-04-12,1118839,MOBILE NUMBER NOT 8 DIGITS
Deborah Hood,Deborah_Hood@olson.com,25-12-1966,29986,MOBILE NUMBER NOT 8 DIGITS
Marcus Stout,Marcus_Stout@barber-wright.org,05/10/1996,2686195,MOBILE NUMBER NOT 8 DIGITS
Shannon Jacobs,Shannon_Jacobs@norris.com,2000/09/22,44866,MOBILE NUMBER NOT 8 DIGITS
Todd Harris,Todd_Harris@pierce.com,1975-08-07,355683,MOBILE NUMBER NOT 8 DIGITS
Sarah Wilson,Sarah_Wilson@webb-gomez.com,01/31/2011,23076,MOBILE NUMBER NOT 8 DIGITS
Edward Brown,Edward_Brown@baker-wright.net,04/16/1960,26096,MOBILE NUMBER NOT 8 DIGITS
Calvin Jones,Calvin_Jones@morgan-lopez.org,2007-11-26,89850455,EMAIL NOT .NET OR .COM
Mr. Nicholas Fry,Nicholas_Fry@neal.com,02/15/2010,572103,MOBILE NUMBER NOT 8 DIGITS
Alejandro Sharp,Alejandro_Sharp@banks.biz,1986-05-31,8316624,MOBILE NUMBER NOT 8 DIGITS
Debra Morgan,Debra_Morgan@clark.com,1980/10/28,4955196,MOBILE NUMBER NOT 8 DIGITS
John Kemp,John_Kemp@underwood.com,28-09-1990,1162092,MOBILE NUMBER NOT 8 DIGITS
Benjamin Richardson,Benjamin_Richardson@yang.com,1976-09-10,5904655,MOBILE NUMBER NOT 8 DIGITS
Eric Cobb,Eric_Cobb@cannon.net,1982-10-25,869745,MOBILE NUMBER NOT 8 DIGITS
Joseph Daniel,Joseph_Daniel@manning.info,08-08-1965,4498656,MOBILE NUMBER NOT 8 DIGITS
William Pollard,William_Pollard@lewis-wiley.com,18-06-2004,3633106,MOBILE NUMBER NOT 8 DIGITS
Aaron Pace,Aaron_Pace@burgess-riley.com,01/02/2012,75746,MOBILE NUMBER NOT 8 DIGITS
Wendy Smith,Wendy_Smith@ferguson-jones.com,1986/06/29,8189700,MOBILE NUMBER NOT 8 DIGITS
Cheyenne Hernandez,Cheyenne_Hernandez@thomas.info,01/20/1973,782919,MOBILE NUMBER NOT 8 DIGITS
Patricia Spencer,Patricia_Spencer@holland-rodriguez.com,2004-03-23,52772407,BELOW 18
Charles Taylor PhD,Charles_Taylor@ramsey-pruitt.net,15-05-1966,369705,MOBILE NUMBER NOT 8 DIGITS
Stacey Clark,Stacey_Clark@williams.com,1957-08-25,71616,MOBILE NUMBER NOT 8 DIGITS
Megan Williams,Megan_Williams@novak.com,19-08-1987,75936,MOBILE NUMBER NOT 8 DIGITS
Robert Lee,Robert_Lee@house.com,1973-10-21,4718981,MOBILE NUMBER NOT 8 DIGITS
James Davis,James_Davis@huang.com,05/01/1959,9453046,MOBILE NUMBER NOT 8 DIGITS
Tami Harper,Tami_Harper@hall-flowers.biz,28-06-1972,7979651,MOBILE NUMBER NOT 8 DIGITS
Thomas Avila,Thomas_Avila@henry-powell.org,1997/01/09,502887,MOBILE NUMBER NOT 8 DIGITS
Darius Phillips,Darius_Phillips@mercado.biz,2002/06/14,16737247,EMAIL NOT .NET OR .COM
Donald Perez,Donald_Perez@douglas-robles.com,1993-10-10,2697444,MOBILE NUMBER NOT 8 DIGITS
Elizabeth Moran,Elizabeth_Moran@mills.com,19-03-1994,91826,MOBILE NUMBER NOT 8 DIGITS
Kristina Chapman,Kristina_Chapman@hunt.org,06/26/1984,71866,MOBILE NUMBER NOT 8 DIGITS
Julie Hobbs,Julie_Hobbs@moreno.biz,1980-02-14,787695,MOBILE NUMBER NOT 8 DIGITS
Hailey Miller,Hailey_Miller@gay.org,1971/02/17,44016239,EMAIL NOT .NET OR .COM
Robert Elliott,Robert_Elliott@johnson.com,03-12-2001,157947,MOBILE NUMBER NOT 8 DIGITS
Kathleen Franklin,Kathleen_Franklin@golden.com,02/10/1997,281229,MOBILE NUMBER NOT 8 DIGITS
Cassandra Smith,Cassandra_Smith@sweeney.com,19-10-1994,13626,MOBILE NUMBER NOT 8 DIGITS
Stacey Montoya,Stacey_Montoya@smith.net,01/26/2008,7954164,MOBILE NUMBER NOT 8 DIGITS
Hector Rivera,Hector_Rivera@oconnor.info,09/11/1956,2315 3231,MOBILE NUMBER NOT 8 DIGITS
